sdf_number,annalog,protonated,isomers
216,Cc1cc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)cc(Cc2onc(C3CCCC3)n2)c1,Cc1cc(Cc2nc(C3CCCC3)no2)cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1,Cc1cc(Cc2nc(C3CCCC3)no2)cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1
217,c1cc(/C(C23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=N/O)ccc1N1CCOCC1,O/N=C(/c1ccc(N2CCOCC2)cc1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,O/N=C(/c1ccc(N2CCOCC2)cc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
218,c1cc(/C(C23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=N/O)ccc1N1CCOCC1,O=NC(c1ccc(N2CCOCC2)cc1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,O=N[C@H](c1ccc(N2CCOCC2)cc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
219,c1cc(/C(C23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=N/O)ccc1N1CCOCC1,O=NC(c1ccc(N2CCOCC2)cc1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,O=N[C@@H](c1ccc(N2CCOCC2)cc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
220,c1cc(/C(C23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=N/O)ccc1N1CCOCC1,ON=C(c1ccc(N2CCOCC2)cc1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,O/N=C(\c1ccc(N2CCOCC2)cc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
221,c1cc(C(N2[C@H](C)C[C@H](C2)C[C@H]2[C@H](C)C2)=O)cc(-c2snc(CC)n2)c1,CCc1nsc(-c2cccc(C(=O)N3C[C@H](C[C@@H]4C[C@H]4C)C[C@H]3C)c2)n1,CCc1nsc(-c2cccc(C(=O)N3C[C@H](C[C@@H]4C[C@H]4C)C[C@H]3C)c2)n1
222,c1cccc(C(N[C@@H]2C(CO)(C2)C(CO)=O)=O)c1,O=C(N[C@H]1CC1(CO)C(=O)CO)c1ccccc1,O=C(N[C@H]1C[C@]1(CO)C(=O)CO)c1ccccc1
223,c1cccc(C(N[C@@H]2C(CO)(C2)C(CO)=O)=O)c1,O=C(N[C@H]1CC1(CO)C(=O)CO)c1ccccc1,O=C(N[C@H]1C[C@@]1(CO)C(=O)CO)c1ccccc1
224,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1ccc(F)c(-c4snc(CC5CC5)n4)c1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)c(-c2nc(CC3CC3)ns2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)c(-c2nc(CC3CC3)ns2)c1
225,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1cccc(-c4snc(-c5ccc(OC)cc5)n4)c1)C3)C2,COc1ccc(-c2nsc(-c3cccc(C(=O)N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)c3)n2)cc1,COc1ccc(-c2nsc(-c3cccc(C(=O)N[C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)c3)n2)cc1
226,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1cccc(-c4snc(-c5ccccc5Cl)n4)c1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2nc(-c3ccccc3Cl)ns2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2nc(-c3ccccc3Cl)ns2)c1
227,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1ccc(F)c(-c4onc(CC5CC5)n4)c1F)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)c(-c2nc(CC3CC3)no2)c1F,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)c(-c2nc(CC3CC3)no2)c1F
228,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1cccc(C(c4snc(-c5ccccc5)n4)=O)c1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(C(=O)c2nc(-c3ccccc3)ns2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(C(=O)c2nc(-c3ccccc3)ns2)c1
229,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(OC(=O)c1cccc(-c4csc(N)n4)c1)C3)C2,Nc1nc(-c2cccc(C(=O)O[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c2)cs1,Nc1nc(-c2cccc(C(=O)O[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c2)cs1
230,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(OC(=O)c1cccc(-c4csc(N)n4)c1)C3)C2,N=c1[nH]c(-c2cccc(C(=O)O[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c2)cs1,N=c1[nH]c(-c2cccc(C(=O)O[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c2)cs1
231,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1cccc(-c4snc(N6C[C@@H](F)CC6)n4)c1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2nc(N3CC[C@H](F)C3)ns2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2nc(N3CC[C@H](F)C3)ns2)c1
232,C1(=O)[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1cccc(-c4onc([C@@H](C)C5C[C@H]5C)n4)c1)C3)C2,C[C@@H]1CC1[C@H](C)c1noc(-c2cccc(C(=O)N[C@@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3=O)C4)c2)n1,C[C@@H]1C[C@@H]1[C@H](C)c1noc(-c2cccc(C(=O)N[C@@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3=O)C4)c2)n1
233,C1(=O)[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1cccc(-c4onc([C@@H](C)C5C[C@H]5C)n4)c1)C3)C2,C[C@@H]1CC1[C@H](C)c1noc(-c2cccc(C(=O)N[C@@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3=O)C4)c2)n1,C[C@@H]1C[C@H]1[C@H](C)c1noc(-c2cccc(C(=O)N[C@@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3=O)C4)c2)n1
234,c1(-c2cccc(C(NC34CC5CC(CC(C3)C5)C4)=O)c2)nc(NCC2CC2)ns1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cccc(-c2nc(NCC3CC3)ns2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2nc(NCC3CC3)ns2)c1
235,c1(-c2cccc(C(NC34CC5CC(CC(C3)C5)C4)=O)c2)nc(NCC2CC2)ns1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cccc(-c2nc(=NCC3CC3)[nH]s2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2n/c(=N\CC3CC3)[nH]s2)c1
236,c1(-c2cccc(C(NC34CC5CC(CC(C3)C5)C4)=O)c2)nc(NCC2CC2)ns1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cccc(-c2nc(=NCC3CC3)[nH]s2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2n/c(=N/CC3CC3)[nH]s2)c1
237,c1(-c2ccnc(C(NCc3ccccc3)=O)c2)nc(CC2CC2)ns1,O=C(NCc1ccccc1)c1cc(-c2nc(CC3CC3)ns2)ccn1,O=C(NCc1ccccc1)c1cc(-c2nc(CC3CC3)ns2)ccn1
238,c1(-c2cccc(C(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)=O)c2)nc(CC2CCC2)ncc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2ccnc(CC3CCC3)n2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2ccnc(CC3CCC3)n2)c1
